Sample_Number,Load_L1_T1,Load_L2_T1,Load_L3_T1,Wind_W1_T1,Wind_W2_T1,Load_L1_T2,Load_L2_T2,Load_L3_T2,Wind_W1_T2,Wind_W2_T2,Load_L1_T3,Load_L2_T3,Load_L3_T3,Wind_W1_T3,Wind_W2_T3,Load_L1_T4,Load_L2_T4,Load_L3_T4,Wind_W1_T4,Wind_W2_T4,Load_L1_T5,Load_L2_T5,Load_L3_T5,Wind_W1_T5,Wind_W2_T5,Load_L1_T6,Load_L2_T6,Load_L3_T6,Wind_W1_T6,Wind_W2_T6,Load_L1_T7,Load_L2_T7,Load_L3_T7,Wind_W1_T7,Wind_W2_T7,Load_L1_T8,Load_L2_T8,Load_L3_T8,Wind_W1_T8,Wind_W2_T8,Load_L1_T9,Load_L2_T9,Load_L3_T9,Wind_W1_T9,Wind_W2_T9,Load_L1_T10,Load_L2_T10,Load_L3_T10,Wind_W1_T10,Wind_W2_T10,Load_L1_T11,Load_L2_T11,Load_L3_T11,Wind_W1_T11,Wind_W2_T11,Load_L1_T12,Load_L2_T12,Load_L3_T12,Wind_W1_T12,Wind_W2_T12,Load_L1_T13,Load_L2_T13,Load_L3_T13,Wind_W1_T13,Wind_W2_T13,Load_L1_T14,Load_L2_T14,Load_L3_T14,Wind_W1_T14,Wind_W2_T14,Load_L1_T15,Load_L2_T15,Load_L3_T15,Wind_W1_T15,Wind_W2_T15,Load_L1_T16,Load_L2_T16,Load_L3_T16,Wind_W1_T16,Wind_W2_T16,Load_L1_T17,Load_L2_T17,Load_L3_T17,Wind_W1_T17,Wind_W2_T17,Load_L1_T18,Load_L2_T18,Load_L3_T18,Wind_W1_T18,Wind_W2_T18,Load_L1_T19,Load_L2_T19,Load_L3_T19,Wind_W1_T19,Wind_W2_T19,Load_L1_T20,Load_L2_T20,Load_L3_T20,Wind_W1_T20,Wind_W2_T20,Load_L1_T21,Load_L2_T21,Load_L3_T21,Wind_W1_T21,Wind_W2_T21,Load_L1_T22,Load_L2_T22,Load_L3_T22,Wind_W1_T22,Wind_W2_T22,Load_L1_T23,Load_L2_T23,Load_L3_T23,Wind_W1_T23,Wind_W2_T23,Load_L1_T24,Load_L2_T24,Load_L3_T24,Wind_W1_T24,Wind_W2_T24
172,56,56,56,30,10,112,120,120,10,10,56,112,120,30,30,56,120,112,10,30,56,112,120,30,10,112,56,56,10,30,56,56,120,30,30,56,112,112,10,10,112,56,112,30,10,112,112,120,10,30,112,112,112,30,10,56,120,112,30,30,120,120,120,10,30,56,112,120,10,10,120,120,112,10,10,120,112,112,10,30,120,112,56,10,10,120,56,112,30,30,120,56,112,30,10,120,112,112,30,10,56,112,112,30,10,56,56,56,10,30,120,112,120,30,30,112,112,56,30,30
173,120,120,56,10,10,112,56,56,10,10,120,120,112,10,10,112,112,56,10,30,112,120,112,10,30,56,112,56,10,10,56,120,112,10,10,56,112,112,30,30,112,56,120,10,30,112,112,120,30,10,56,120,112,10,30,120,120,112,30,10,112,112,56,30,30,120,120,56,30,30,56,112,112,30,30,56,56,56,10,10,56,120,56,10,10,112,112,112,30,10,56,56,120,10,30,120,120,120,30,30,112,56,56,10,10,112,56,120,30,30,56,56,120,30,10,120,120,112,30,30
174,56,120,120,30,10,120,112,120,30,30,120,56,120,10,10,56,120,112,30,10,120,112,56,30,10,112,112,112,30,10,112,56,120,30,10,112,56,56,30,30,112,120,56,10,30,112,120,112,10,10,112,56,120,30,30,56,120,56,30,30,56,120,56,10,30,120,56,112,10,30,56,112,120,30,30,120,120,56,30,30,56,112,120,30,10,112,120,56,30,10,112,112,120,30,30,120,56,120,10,10,56,56,120,10,30,120,120,56,30,30,120,112,120,30,30,112,56,112,30,30
175,112,120,112,10,30,120,112,112,30,10,120,56,112,10,10,120,112,112,30,30,56,112,56,10,30,56,112,120,10,30,112,120,120,10,30,120,120,112,30,30,120,112,120,30,30,120,112,120,30,10,112,56,120,10,10,56,56,56,30,30,56,120,120,10,30,56,56,56,30,10,112,112,112,30,30,112,120,120,10,10,120,120,120,10,30,56,56,120,10,30,112,120,56,30,10,56,56,112,10,30,120,120,56,30,10,112,112,56,30,30,120,56,120,30,10,56,120,120,10,30
176,120,120,112,30,10,112,56,112,10,30,120,120,112,30,10,120,112,56,10,10,120,120,120,30,10,120,112,112,10,10,112,120,120,30,10,112,112,56,30,30,112,56,56,30,10,120,112,120,10,30,120,120,120,10,30,112,56,112,10,10,56,56,56,10,10,56,112,56,10,10,112,120,112,30,30,120,56,56,30,30,112,56,56,10,30,120,120,120,30,10,56,56,120,30,30,56,56,112,10,30,56,112,56,10,30,120,56,112,30,10,112,120,112,10,10,112,120,56,30,30
177,56,56,56,30,30,120,112,56,10,10,120,120,112,30,10,120,56,120,30,30,56,120,112,30,10,112,120,56,30,10,120,120,56,10,30,56,112,112,10,30,56,120,56,30,10,56,120,112,30,10,56,120,56,30,10,112,120,56,30,30,112,112,120,10,30,56,120,112,30,10,112,112,112,30,30,120,120,112,30,30,112,56,112,10,30,112,56,56,30,30,112,56,120,30,30,112,112,112,30,10,112,56,120,10,30,112,120,112,30,10,120,120,56,30,30,112,56,112,30,30
178,120,56,56,30,30,56,120,56,30,10,120,56,112,30,30,120,120,112,10,30,56,112,112,10,10,120,120,120,10,30,112,112,120,30,10,56,56,112,30,10,112,112,56,30,30,120,112,120,30,10,56,56,56,10,30,56,112,56,10,30,56,120,112,30,10,112,112,56,30,10,120,112,56,10,10,56,112,56,10,10,112,56,56,30,30,56,112,112,30,30,112,120,120,30,10,112,120,56,30,10,120,120,120,10,10,112,56,112,30,30,56,112,120,10,10,56,112,112,30,10
179,112,56,120,30,30,112,120,112,30,30,56,56,120,10,30,120,120,112,30,10,120,56,112,10,10,112,112,120,10,10,112,112,120,30,10,56,120,112,10,30,112,120,120,30,30,120,120,112,30,30,112,112,56,30,30,112,56,120,10,10,112,120,112,30,30,56,120,56,10,30,120,120,120,30,10,120,56,112,30,30,112,56,56,30,30,120,112,120,30,30,56,112,112,30,10,56,112,120,30,10,56,112,112,10,30,120,112,56,10,30,56,120,112,30,30,112,56,56,30,10
180,112,112,120,30,10,56,112,120,30,30,56,120,112,30,30,120,120,112,10,30,112,56,112,10,30,112,112,120,30,30,120,112,112,30,30,112,120,112,30,10,120,120,56,10,30,120,56,56,10,10,56,120,112,10,10,112,56,120,30,30,112,112,120,10,30,56,120,112,10,10,120,56,112,10,30,56,56,56,10,10,112,56,120,30,10,120,56,56,10,10,120,112,112,10,10,120,120,56,30,30,112,120,56,30,30,56,56,112,30,10,56,120,56,30,10,56,112,120,10,10
181,120,56,56,10,30,120,56,56,30,10,112,56,112,30,10,120,112,112,10,10,56,120,120,30,10,112,120,120,30,30,120,56,120,10,10,112,120,112,10,10,120,112,120,30,30,120,56,120,30,10,56,112,120,10,10,120,112,120,30,30,120,112,120,10,30,56,56,112,10,30,112,112,112,30,10,120,120,120,30,30,120,56,56,30,10,112,56,120,10,10,112,120,56,10,10,120,112,56,10,10,120,112,56,10,10,56,120,56,30,10,120,112,120,30,10,120,120,120,10,10
182,112,112,120,30,30,112,56,120,10,30,120,120,112,10,10,120,120,120,10,30,56,120,120,30,30,120,120,56,30,30,120,120,112,10,10,112,120,56,10,10,120,56,56,30,30,56,112,120,30,10,120,120,56,10,30,56,120,56,30,30,120,56,112,30,30,112,120,120,10,30,112,56,56,10,10,56,120,56,30,10,56,120,120,10,10,56,56,120,30,10,120,120,120,10,10,56,56,56,10,30,112,120,112,30,30,112,112,120,30,10,120,56,56,10,30,56,120,112,30,10
183,56,56,120,30,30,112,56,120,30,30,120,120,56,10,10,112,112,112,30,10,120,112,56,30,30,56,56,56,30,10,112,112,120,30,10,56,120,112,10,30,112,56,112,30,30,56,120,120,30,10,120,120,112,30,30,112,120,112,10,30,112,112,112,10,30,120,120,120,10,10,120,120,56,10,10,112,112,112,10,10,112,120,112,10,10,120,112,120,30,30,120,120,112,10,10,56,112,120,10,10,112,120,120,30,10,56,120,56,30,30,120,120,120,30,10,112,112,56,30,10
184,56,120,56,30,30,120,56,120,30,30,56,56,56,10,10,56,120,112,30,30,56,56,120,30,30,112,112,56,10,30,112,56,112,10,30,120,120,112,30,30,120,120,112,30,30,56,112,120,30,30,56,56,120,10,30,56,120,120,30,30,56,56,56,10,30,120,56,56,30,30,56,120,56,30,10,112,112,112,30,30,56,56,120,10,30,56,120,56,10,30,120,56,56,30,10,120,112,56,10,10,56,56,56,30,10,120,120,120,10,10,112,120,112,10,30,56,120,112,30,10
185,56,56,120,30,30,120,112,120,10,10,120,120,112,10,30,56,112,112,10,30,120,56,56,10,30,112,112,56,10,10,120,112,112,30,30,56,56,120,10,10,120,120,112,10,30,56,120,56,10,30,112,120,56,30,30,120,120,112,10,30,56,112,120,30,10,120,56,56,30,30,112,56,56,10,10,120,112,120,30,30,112,112,56,30,30,120,112,56,30,10,120,56,56,30,30,56,112,112,10,30,120,112,112,10,10,120,120,56,10,10,120,56,56,10,30,56,112,56,10,30
186,120,56,112,10,30,56,112,112,30,30,56,56,112,10,10,56,56,112,10,10,120,56,56,30,30,112,112,112,10,30,56,120,112,10,30,56,56,120,30,10,112,112,120,10,30,120,120,56,30,10,112,112,120,30,10,120,120,112,10,30,56,112,56,30,30,120,112,120,10,10,112,120,56,10,30,120,112,112,30,10,112,56,120,10,30,120,112,120,10,30,120,112,120,30,10,112,120,56,30,30,120,112,120,30,10,56,56,56,30,10,112,120,120,30,10,112,120,56,30,10
187,56,56,56,10,10,56,56,56,10,10,120,120,56,30,30,112,56,56,30,10,56,120,56,10,10,120,120,56,10,30,120,112,120,30,10,112,120,112,10,30,56,112,112,30,30,56,120,120,30,10,112,120,112,30,30,112,56,112,10,30,56,112,56,30,30,56,112,112,10,30,120,112,56,10,30,120,112,120,10,30,56,112,120,10,30,112,112,56,30,10,112,56,112,30,30,120,120,120,30,10,112,56,56,30,10,56,120,120,10,10,56,120,112,30,10,56,120,56,30,30
188,112,112,120,10,30,56,56,112,10,30,56,56,112,10,30,112,112,56,30,10,56,120,120,10,10,120,112,120,30,10,120,120,120,30,10,120,112,56,30,30,120,112,56,30,30,112,120,120,30,10,56,56,112,10,10,56,112,120,10,30,112,112,56,10,10,112,56,112,30,30,56,112,120,10,30,56,120,120,10,30,112,112,112,10,10,56,120,112,30,30,120,56,112,10,10,56,112,120,10,30,56,56,112,30,30,120,120,120,10,30,56,56,56,30,30,120,120,56,30,30
189,120,112,112,10,30,112,56,56,10,10,56,120,120,30,10,120,112,56,10,30,112,56,120,30,10,112,112,112,10,10,56,56,112,10,10,56,56,120,30,30,112,120,120,10,10,56,112,120,30,30,56,56,56,30,10,120,56,56,10,30,120,120,112,30,10,56,112,56,30,30,120,56,120,10,30,56,56,112,10,30,112,112,56,30,30,120,56,120,10,30,112,56,56,10,30,112,112,56,30,10,120,112,56,10,30,120,56,112,10,10,112,120,56,30,30,56,56,112,30,30
190,120,112,120,30,10,112,120,120,10,30,112,112,112,10,10,112,56,112,30,10,120,56,56,30,10,120,120,120,10,30,56,120,120,10,10,56,120,120,10,30,112,112,120,30,10,56,56,112,10,10,112,56,112,30,30,56,120,112,10,10,56,56,112,30,10,56,56,120,30,10,56,120,112,30,10,56,112,120,30,10,112,112,112,30,30,56,112,56,10,10,120,56,112,10,10,56,120,120,30,30,120,120,56,10,30,56,112,56,10,10,56,56,112,30,10,120,120,120,10,10
191,120,56,112,10,30,56,56,120,10,30,56,120,56,10,30,112,120,120,30,10,112,112,56,10,30,112,112,112,30,30,56,120,120,10,30,112,120,120,10,10,112,56,112,10,10,112,120,56,10,10,112,56,56,10,10,56,112,56,10,10,56,56,56,10,30,112,56,56,10,30,112,56,56,10,10,120,112,112,30,10,56,112,120,30,10,56,112,56,30,30,112,112,112,10,30,120,56,112,30,10,56,120,120,10,10,56,112,120,10,30,56,56,120,30,30,120,120,112,10,30
192,112,120,56,10,30,112,112,112,10,10,120,56,112,30,30,56,56,112,30,10,56,56,120,10,10,56,112,112,30,30,120,120,120,10,10,112,56,56,10,30,112,56,56,10,30,120,112,56,30,10,56,120,112,10,10,112,56,56,30,10,56,112,112,10,10,120,120,56,10,30,56,120,56,10,30,120,56,56,30,10,56,56,112,30,10,120,56,112,30,30,56,112,112,10,10,120,112,56,30,10,120,112,120,10,30,112,56,120,30,30,112,120,56,10,10,56,120,120,10,10
193,120,120,56,30,30,56,56,120,30,30,120,112,120,10,10,112,120,120,10,30,56,112,120,10,10,112,120,112,30,10,56,120,56,30,10,112,120,56,30,10,120,120,112,30,30,112,112,120,30,10,112,112,112,30,10,56,120,56,10,10,120,56,56,10,30,56,112,112,30,30,120,112,56,10,10,112,56,112,10,30,112,112,56,30,30,112,112,120,30,30,56,120,56,30,10,56,120,112,30,30,112,120,120,10,30,56,120,112,30,10,56,56,112,10,10,120,120,120,10,10
194,56,56,112,30,10,56,120,112,30,10,120,56,56,30,30,56,120,120,10,10,56,112,112,10,30,56,112,56,10,10,112,112,120,30,30,56,112,112,10,10,112,112,112,30,10,112,56,56,30,10,120,56,120,10,30,56,120,56,30,10,56,112,56,30,30,120,56,112,10,30,120,56,120,30,30,112,112,120,30,30,120,56,56,10,10,112,56,112,30,30,120,56,112,30,30,120,120,56,10,30,112,112,56,10,10,112,120,56,10,10,112,112,112,30,10,112,112,120,10,30
195,56,120,112,10,30,120,120,120,30,10,120,112,112,30,30,112,120,56,30,30,112,120,112,30,10,112,56,120,10,30,112,56,112,10,30,120,112,120,10,30,120,112,112,10,30,120,120,112,10,10,120,120,120,30,30,120,56,120,10,10,56,112,112,30,10,56,120,112,10,10,112,112,56,30,10,120,112,56,30,30,112,120,56,30,10,120,120,120,30,30,112,120,56,10,10,120,56,120,30,30,112,120,112,10,10,112,56,56,30,30,56,112,120,30,10,112,56,56,10,30
196,56,120,56,30,30,56,112,120,10,30,120,120,112,30,30,120,56,56,30,10,56,112,56,30,10,120,120,112,10,30,120,112,56,10,30,120,56,112,10,30,120,112,56,30,10,112,56,120,30,10,112,120,112,30,10,112,56,56,10,30,112,120,112,30,10,56,56,112,30,10,56,120,56,30,10,112,112,112,30,30,56,56,112,30,10,112,120,56,10,10,120,112,56,10,30,112,56,112,10,30,56,56,112,30,30,120,112,56,30,30,120,120,56,30,10,112,120,56,10,10
197,56,56,120,10,10,56,56,120,30,10,56,112,112,30,10,56,56,112,10,30,56,112,56,30,30,120,56,112,10,30,56,56,112,10,30,112,120,112,10,30,120,112,112,10,30,56,120,112,10,10,120,56,120,10,30,56,56,120,30,10,120,56,120,10,30,112,56,56,10,10,120,112,120,30,30,56,112,112,30,30,120,56,120,10,10,56,112,112,10,10,120,112,112,10,10,112,112,56,30,30,56,120,120,10,30,56,120,56,30,30,120,56,56,10,10,120,112,120,30,10
198,56,112,120,30,10,56,56,56,10,30,120,120,120,10,30,56,120,120,30,30,112,56,120,10,30,56,112,120,30,30,120,120,56,30,30,56,112,112,30,10,56,120,56,30,30,56,56,120,30,30,56,56,56,30,30,120,120,120,30,30,112,120,56,10,30,112,112,112,10,30,112,112,120,10,10,120,112,112,10,30,56,120,56,10,10,120,56,112,10,10,112,56,120,30,10,112,120,56,10,10,56,120,56,10,30,112,120,120,10,10,56,56,120,30,10,120,56,120,30,10
199,112,56,56,30,30,56,120,56,10,10,120,56,56,30,10,56,120,56,30,30,56,120,120,10,30,112,120,56,30,10,56,120,120,10,10,120,120,56,30,10,112,112,56,30,10,112,56,120,30,30,56,120,112,30,10,112,56,120,30,30,56,112,120,30,10,120,120,112,10,10,112,56,112,10,10,112,120,112,10,30,112,120,112,10,10,56,56,56,10,10,112,56,120,10,30,56,56,120,30,30,112,120,120,30,30,56,120,56,30,10,120,56,112,30,30,120,120,112,30,30
200,120,120,120,30,30,112,56,56,10,30,112,120,112,10,30,112,112,112,10,10,56,112,112,10,30,120,56,56,10,10,56,56,112,10,30,56,112,56,10,30,120,56,112,30,10,112,120,120,10,30,56,120,112,30,30,120,120,120,10,30,112,56,56,30,10,112,120,112,10,30,112,112,120,10,30,120,120,120,30,10,56,120,120,10,30,112,112,112,30,30,56,56,120,30,10,120,120,112,10,30,120,56,120,30,10,56,112,120,10,10,112,112,112,10,30,112,120,112,30,10
201,56,120,120,30,30,112,56,56,10,10,112,56,56,30,10,56,56,56,30,30,56,56,120,10,10,120,56,56,30,30,120,120,56,30,10,120,112,112,10,30,56,120,112,10,30,112,56,56,30,10,112,112,112,30,10,56,56,112,10,10,120,112,112,10,30,112,112,120,30,30,112,56,112,10,30,56,120,56,10,10,56,120,120,10,30,112,112,120,30,10,112,120,120,30,30,120,112,120,10,30,120,112,120,10,30,120,56,56,30,10,56,112,120,10,10,56,56,120,30,30
202,112,112,120,30,10,56,120,120,10,10,56,56,112,10,30,56,120,56,30,30,120,120,56,10,10,56,56,120,10,10,112,112,56,10,30,112,112,120,30,10,56,56,120,10,30,112,56,56,30,30,112,56,56,30,10,112,56,56,10,30,120,120,120,30,30,56,120,120,30,30,112,112,56,30,10,56,56,56,30,30,112,112,120,30,30,120,120,56,10,10,112,56,112,30,30,120,56,56,10,30,56,56,56,10,10,120,56,112,10,30,112,120,112,30,30,112,112,120,30,10
203,120,112,112,10,10,56,56,120,10,30,112,112,112,10,30,56,120,120,30,30,120,112,112,10,30,56,56,112,10,10,120,112,112,30,30,112,120,120,10,10,120,112,112,30,10,56,120,112,10,10,112,56,112,10,30,112,112,112,30,30,56,120,112,30,10,112,120,56,10,30,56,56,120,10,10,120,112,56,30,30,112,120,112,30,10,56,120,120,30,30,120,112,120,30,30,112,112,56,10,30,112,112,112,10,10,120,112,112,10,30,120,120,56,30,30,120,112,112,10,10
204,112,56,56,10,30,120,112,56,10,10,112,112,112,30,10,56,112,56,30,30,112,56,56,10,10,56,56,120,30,10,56,120,56,10,10,112,112,112,10,10,120,56,120,30,30,56,112,112,30,30,56,120,112,10,30,112,112,56,10,10,112,120,120,30,30,120,112,120,30,30,120,120,112,10,10,120,120,120,30,30,120,112,120,10,10,56,56,56,10,10,120,120,120,10,10,56,120,112,10,10,120,120,112,10,30,120,112,112,30,10,56,120,120,10,10,112,120,56,30,30
205,56,120,120,30,30,56,120,56,10,30,56,120,56,10,10,112,120,120,30,30,112,120,120,10,10,112,112,112,10,30,120,56,112,10,10,56,112,56,30,10,112,112,120,10,30,120,56,112,10,10,112,56,120,10,30,120,56,112,10,10,120,56,56,30,30,120,56,112,10,30,120,112,112,30,10,120,56,120,30,10,56,56,112,30,30,120,112,120,30,30,120,112,112,30,10,112,56,112,10,10,120,112,56,10,30,112,120,120,30,30,112,120,112,10,30,112,112,120,30,30
206,56,56,112,30,30,112,112,112,10,10,112,56,56,10,10,120,112,120,30,30,120,56,120,30,10,120,56,56,10,10,120,120,120,10,10,112,120,120,30,30,56,56,120,10,10,112,56,112,30,10,120,112,112,10,30,56,112,112,10,10,120,112,120,30,10,120,56,120,10,10,120,112,112,10,10,120,120,112,10,30,56,56,112,30,30,112,56,120,30,30,112,112,112,30,10,112,56,120,10,30,56,112,120,10,30,112,120,112,30,10,120,120,56,10,30,112,56,112,10,10
207,120,120,112,10,30,56,120,56,10,30,56,120,120,10,30,120,56,112,30,10,112,56,56,10,30,112,56,56,30,30,120,120,56,30,30,120,56,120,30,30,120,120,120,10,10,56,56,56,30,10,120,56,120,30,10,112,112,120,30,30,120,56,120,10,30,120,56,112,10,30,56,56,56,10,10,56,112,56,10,10,56,112,112,10,10,120,120,120,30,30,56,112,120,10,30,112,120,120,30,30,56,120,112,10,10,120,112,120,10,30,56,112,120,10,30,56,112,56,30,30
208,56,120,120,10,10,112,56,112,10,10,112,56,120,10,30,112,120,120,10,30,120,56,56,10,30,112,112,120,30,30,112,120,112,30,10,112,56,56,30,10,120,112,112,30,10,56,56,112,30,30,112,112,112,10,10,112,120,56,30,30,56,56,56,10,10,120,56,56,30,30,112,120,112,10,30,56,56,56,10,10,56,120,112,30,10,112,112,112,10,10,56,120,56,30,10,56,112,112,10,30,56,120,112,30,30,56,56,56,10,10,56,56,112,30,10,112,112,56,30,10
209,56,120,120,30,30,120,56,112,10,30,56,112,112,30,10,56,120,56,10,10,56,120,56,10,10,112,56,56,10,30,120,56,112,10,10,112,56,56,30,30,120,120,112,30,10,56,56,56,10,10,56,112,56,30,10,56,56,112,10,30,112,56,120,10,30,112,120,112,30,10,56,120,56,30,30,56,112,56,10,10,56,120,56,10,30,56,56,112,10,10,120,112,56,10,10,112,56,112,10,30,56,120,56,30,10,120,56,56,10,30,120,112,112,30,10,112,120,56,10,30
210,120,56,112,10,30,112,120,112,30,30,120,112,112,10,30,56,120,120,30,10,56,56,120,30,30,112,56,56,10,10,112,56,120,30,10,120,120,56,10,10,112,120,56,10,10,56,112,112,10,30,120,56,56,10,30,120,112,112,30,30,120,112,120,10,30,112,120,120,30,10,112,56,56,10,30,112,56,56,30,30,56,56,56,10,10,56,56,120,10,30,112,56,56,10,30,112,120,120,10,30,120,56,56,30,30,112,112,120,10,10,112,56,112,10,30,56,112,56,10,30
211,56,112,112,10,10,56,120,112,10,30,56,120,120,30,10,56,120,120,30,30,56,120,120,30,30,112,112,56,30,10,112,120,56,10,30,112,120,112,30,30,120,112,56,10,30,112,56,112,30,10,112,120,56,30,30,56,112,120,10,30,120,112,56,30,30,112,112,56,10,30,56,56,56,10,10,112,112,56,10,10,56,112,56,10,30,120,120,56,30,30,120,56,120,10,10,56,56,56,10,30,120,112,120,10,30,112,112,120,10,30,120,56,112,30,10,56,120,120,10,10
212,56,112,112,10,10,120,56,112,10,30,112,120,120,30,10,120,112,120,10,10,120,56,56,30,30,56,112,56,10,10,56,120,120,30,30,56,56,56,30,30,112,120,56,10,10,120,56,120,30,10,120,56,120,10,30,112,56,112,30,30,120,56,112,10,30,112,112,120,30,10,56,120,112,10,10,112,56,120,30,10,112,120,112,10,30,56,120,120,10,10,112,120,56,30,10,112,120,56,10,30,56,56,120,30,30,112,112,56,30,10,56,112,56,10,30,56,56,112,10,10
213,56,120,112,30,30,56,56,112,30,30,112,112,120,30,10,120,112,56,30,30,56,112,56,10,10,120,120,56,30,10,120,112,120,30,10,112,112,112,10,30,112,56,56,30,10,56,56,112,30,30,120,112,120,30,30,56,56,112,30,10,112,112,56,30,30,112,56,112,30,10,112,112,120,30,30,112,56,120,30,30,56,112,112,10,30,120,120,120,10,30,120,56,120,10,30,120,56,56,10,30,112,56,120,30,30,120,56,120,30,30,56,120,112,30,30,120,56,112,30,10
214,56,120,56,10,10,112,56,120,30,30,56,56,112,10,30,112,112,112,30,30,56,56,56,10,10,120,120,56,10,10,112,56,112,10,30,112,112,112,10,10,112,56,112,10,30,120,120,112,30,30,120,112,112,10,10,112,56,120,10,30,120,56,120,10,30,56,112,120,10,10,112,112,56,30,30,120,112,56,10,10,112,56,112,30,10,120,56,112,10,30,112,56,112,30,30,112,112,120,30,10,112,120,112,30,30,56,120,112,30,10,120,56,112,10,10,112,112,112,10,30
215,120,112,112,10,10,112,120,56,10,30,112,112,56,10,30,112,56,56,10,10,120,112,112,30,30,112,120,56,10,30,120,56,120,30,10,56,56,112,10,10,56,112,112,30,30,56,120,56,10,30,56,56,120,10,10,112,56,120,30,30,120,120,56,10,10,56,56,112,10,30,112,120,120,10,10,112,120,120,30,10,112,120,112,30,10,56,112,112,10,30,112,120,112,30,30,112,112,120,30,10,112,56,120,10,10,120,120,112,30,10,56,56,56,10,10,120,120,56,30,10
216,56,120,56,30,30,112,120,56,10,10,120,56,112,30,30,120,56,56,30,10,120,56,112,10,30,120,56,120,10,10,56,56,56,30,10,120,56,120,30,30,120,112,120,10,10,56,120,56,30,10,112,56,56,30,30,120,56,120,30,10,56,56,112,30,10,56,112,112,10,30,112,56,56,10,30,120,56,56,10,30,120,56,56,30,10,56,120,120,10,10,112,112,120,30,10,112,120,112,30,30,112,112,120,10,30,112,112,120,10,10,112,120,120,30,30,120,56,120,30,10
217,112,112,56,30,10,112,112,112,10,30,112,56,120,10,10,112,112,56,30,10,56,112,112,10,30,56,112,120,10,30,56,120,56,30,10,112,112,120,30,30,112,120,112,30,30,112,112,56,10,30,120,112,56,10,10,120,56,112,30,10,120,120,56,10,30,56,120,120,30,30,112,56,56,30,10,112,56,112,10,10,112,112,112,30,10,56,112,56,30,30,56,56,56,30,30,120,120,120,10,30,112,56,56,30,10,120,56,56,10,10,56,120,56,30,10,120,56,56,10,10
218,112,112,56,30,10,112,120,56,30,30,120,112,112,30,30,112,56,112,10,10,120,112,112,30,30,56,56,120,30,30,112,112,112,10,10,112,112,56,30,10,120,56,112,30,10,56,112,120,10,10,112,56,120,30,10,56,120,56,10,30,112,56,120,30,10,56,112,56,10,10,112,120,120,30,30,120,120,56,10,10,120,120,112,30,10,120,56,120,10,10,120,56,120,10,30,120,56,120,10,10,56,120,112,10,10,56,112,120,30,10,120,112,56,10,30,120,120,112,30,10
219,112,112,120,30,30,120,112,120,10,30,112,56,56,10,10,56,112,112,10,10,112,120,56,10,10,56,112,120,30,30,56,120,112,30,30,120,56,112,30,10,120,120,56,10,30,112,112,112,10,10,56,120,120,30,30,120,56,112,10,10,120,56,120,10,30,112,112,120,10,10,120,120,120,10,30,112,56,120,10,10,56,56,112,30,30,56,56,56,30,30,120,56,120,30,10,56,120,120,10,10,56,56,56,10,30,56,56,120,30,30,120,112,56,30,30,56,112,120,30,30
220,112,112,120,30,10,56,56,56,30,10,56,120,56,10,30,112,56,120,10,30,112,56,56,30,10,120,56,112,30,10,120,120,112,30,10,56,56,112,10,10,56,120,56,30,30,56,56,112,30,30,112,56,120,10,30,56,112,120,30,30,56,56,56,10,30,120,120,56,10,10,120,120,112,30,30,56,112,120,10,30,112,120,120,30,10,120,56,112,10,10,56,120,56,10,30,56,120,56,10,10,56,120,56,30,30,56,56,120,30,30,56,56,56,10,10,120,120,56,30,30
221,120,112,56,10,30,56,112,56,30,30,120,120,120,10,30,120,120,56,10,10,56,120,120,30,10,56,56,112,30,30,112,112,120,10,30,120,120,56,10,30,56,56,112,30,10,120,112,120,10,30,120,120,56,30,10,56,120,112,30,10,120,56,120,30,30,112,56,112,10,10,120,56,56,30,30,112,120,120,10,10,120,112,56,10,30,56,120,56,10,10,56,56,56,10,10,120,56,120,10,30,56,56,56,10,30,56,56,120,30,30,112,112,112,30,30,120,120,120,10,30
222,112,112,56,30,30,112,56,120,10,10,112,56,112,30,10,56,56,112,10,30,56,112,56,10,30,112,56,56,10,30,56,56,56,10,10,56,112,120,10,30,56,56,56,10,30,112,120,120,10,30,120,112,56,30,10,120,120,56,10,30,120,112,56,10,30,120,56,120,10,30,56,56,56,30,30,120,112,120,30,10,112,120,112,30,10,112,120,112,30,10,120,56,120,30,10,120,120,112,30,10,112,56,112,30,10,120,112,56,10,30,112,112,120,10,10,56,112,120,30,10
223,56,120,112,10,10,56,112,120,10,30,112,56,120,10,30,120,112,120,10,30,112,56,56,10,10,112,112,56,30,30,56,120,112,30,10,56,112,120,10,10,120,56,56,30,30,112,56,56,10,30,112,56,112,30,30,56,112,112,30,30,112,112,120,30,30,120,112,112,30,10,56,112,112,10,10,120,112,56,30,10,56,56,120,30,10,56,120,120,10,30,112,120,112,10,30,112,56,120,30,30,112,112,120,30,30,120,112,120,30,30,112,112,112,30,10,112,112,112,30,30
224,112,120,112,10,10,120,56,56,30,30,56,112,56,30,10,112,112,112,10,10,120,112,56,10,30,112,56,56,10,30,120,120,120,30,30,56,112,120,10,10,120,56,120,10,30,120,56,112,10,10,56,56,120,10,10,112,120,56,10,10,112,112,56,30,10,112,56,56,10,30,120,112,120,10,30,56,56,112,10,10,120,56,112,10,30,56,120,120,10,10,120,120,120,30,10,112,56,112,30,30,112,56,112,30,10,112,112,120,30,10,120,112,112,10,30,112,120,56,10,30
